title,date,tel,address,star,link
微風台北車站,2022-08-18 01:52:36,0266328999,臺北市中正區北平西路3號,3.9,https://ifoodie.tw/restaurant/5f73cacdd6895d1c0131fb59-%E5%BE%AE%E9%A2%A8%E5%8F%B0%E5%8C%97%E8%BB%8A%E7%AB%99
Cafe'' de Corner,2022-08-18 01:52:38,0223919258,臺北市中正區羅斯福路二段36巷1號,4.7,https://ifoodie.tw/restaurant/612c3f02a627280f51b25595-Cafe''-de-Corner
高級生吐司專門店 TREES BREAD 古亭店,2022-08-18 01:52:41,0223651915,台北市中正區同安街69巷2-4號,4.4,https://ifoodie.tw/restaurant/5fe9872202935e2d20b6e982-%E9%AB%98%E7%B4%9A%E7%94%9F%E5%90%90%E5%8F%B8%E5%B0%88%E9%96%80%E5%BA%97-TREES-BREAD
大樹下健康餐飲,2022-08-18 01:52:44,0223094364,臺北市中正區三元街69號,4.7,https://ifoodie.tw/restaurant/612500577cc7fc2edc73af1f-%E5%A4%A7%E6%A8%B9%E4%B8%8B%E5%81%A5%E5%BA%B7%E9%A4%90%E9%A3%B2
金磚鴨 汀州店,2022-08-18 01:52:46,0223673938,臺北市中正區汀州路二段262之1號,3.4,https://ifoodie.tw/restaurant/611e68e17cc7fc4a7e9d5be5-%E9%87%91%E7%A3%9A%E9%B4%A8-%E6%B1%80%E5%B7%9E%E5%BA%97
PRIME ONE牛排館 (台北花園大酒店),2022-08-18 01:52:49,0223121000,臺北市中正區中華路二段1號,4.4,https://ifoodie.tw/restaurant/559d7e3fc03a103ee86c8017-PRIME-ONE%E7%89%9B%E6%8E%92%E9%A4%A8-(%E5%8F%B0%E5%8C%97%E8%8A%B1%E5%9C%92%E5%A4%A7%E9%85%92
香帥蛋糕,2022-08-18 01:52:52,0223621438,臺北市中正區羅斯福路三段94號,4.3,https://ifoodie.tw/restaurant/55a50354c03a10241de640a3-%E9%A6%99%E5%B8%A5%E8%9B%8B%E7%B3%95
麵屋雞金,2022-08-18 01:52:55,0233933318,臺北市中正區新生南路一段6號1樓,4.5,https://ifoodie.tw/restaurant/60c4c9d8873d7970aaded772-%E9%BA%B5%E5%B1%8B%E9%9B%9E%E9%87%91
宗家 源 吉兆庵 微風台北車站店,2022-08-18 01:52:58,0223141217,臺北市中正區北平西路3號,3.6,https://ifoodie.tw/restaurant/611b27a2cd99576cab2f69bd-%E5%AE%97%E5%AE%B6-%E6%BA%90-%E5%90%89%E5%85%86%E5%BA%B5-%E5%BE%AE%E9%A2%A8%E5%8F%B0%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97
十杯極致手作茶飲 公館店,2022-08-18 01:53:01,0223690900,臺北市中正區汀州路三段277號,4.3,https://ifoodie.tw/restaurant/5fdcbb262756dd79f8c3b632-%E5%8D%81%E6%9D%AF%E6%A5%B5%E8%87%B4%E6%89%8B%E4%BD%9C%E8%8C%B6%E9%A3%B2-%E5%85%AC%E9%A4%A8%E5%BA%97
TIGERROAR 韓虎嘯 微風北車門市,2022-08-18 01:53:04,0223883086,台北市中正區北平西路3號臺北車站,3.9,https://ifoodie.tw/restaurant/5cfdba20f524687187c48b84-TIGERROAR-%E9%9F%93%E8%99%8E%E5%98%AF-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E9%96%80%E5%B8%82
百佳（龍泰）創意烘培坊,2022-08-18 01:53:07,0223924578,臺北市中正區杭州南路一段145之2號1樓,4.3,https://ifoodie.tw/restaurant/55a56160c03a10241de66141-%E7%99%BE%E4%BD%B3%EF%BC%88%E9%BE%8D%E6%B3%B0%EF%BC%89%E5%89%B5%E6%84%8F%E7%83%98%E5%9F%B9%E5%9D%8A
谷咕谷台灣土雞料理專門店,2022-08-18 01:53:11,0223670522,臺北市中正區和平西路一段28號,3.1,https://ifoodie.tw/restaurant/611a4711baf6d34d53bec343-%E8%B0%B7%E5%92%95%E8%B0%B7%E5%8F%B0%E7%81%A3%E5%9C%9F%E9%9B%9E%E6%96%99%E7%90%86%E5%B0%88%E9%96%80%E5%BA%97
山嵐拉麵公館店,2022-08-18 01:53:14,0223690122,臺北市中正區羅斯福路四段136巷1弄13號,4.5,https://ifoodie.tw/restaurant/5af3389d2756dd6a5d7c3425-%E5%B1%B1%E5%B5%90%E6%8B%89%E9%BA%B5%E5%85%AC%E9%A4%A8%E5%BA%97
一手私藏世界紅茶 中正南昌店,2022-08-18 01:53:17,0223969579,臺北市中正區南昌路一段73號1樓,3.7,https://ifoodie.tw/restaurant/60f82d457cc7fc1b167049a6-%E4%B8%80%E6%89%8B%E7%A7%81%E8%97%8F%E4%B8%96%E7%95%8C%E7%B4%85%E8%8C%B6-%E4%B8%AD%E6%AD%A3%E5%8D%97%E6%98%8C%E5%BA%97
奇福扁食,2022-08-18 01:53:20,0223563840,臺北市中正區寧波西街17號,4.0,https://ifoodie.tw/restaurant/57f7e54f2756dd5854dc9287-%E5%A5%87%E7%A6%8F%E6%89%81%E9%A3%9F
天仁喫茶趣 衡陽店,2022-08-18 01:53:24,0223122828,臺北市中正區衡陽路62號2樓,4.1,https://ifoodie.tw/restaurant/60f784ba873d7902cf9aba7f-%E5%A4%A9%E4%BB%81%E5%96%AB%E8%8C%B6%E8%B6%A3-%E8%A1%A1%E9%99%BD%E5%BA%97
Flovie花漾薇漫,2022-08-18 01:53:28,0223656188,臺北市中正區羅斯福路三段244巷10弄19號,4.6,https://ifoodie.tw/restaurant/5ff67fee2261391b95567929-Flovie%E8%8A%B1%E6%BC%BE%E8%96%87%E6%BC%AB
狗一下居食酒屋 公館店,2022-08-18 01:53:30,0223670860,臺北市中正區汀州路三段271號,4.2,https://ifoodie.tw/restaurant/559dc51ac03a103ee86ca857-%E7%8B%97%E4%B8%80%E4%B8%8B%E5%B1%85%E9%A3%9F%E9%85%92%E5%B1%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
吃吐趣,2022-08-18 01:53:33,0223686038,臺北市中正區汀州路二段211號,4.5,https://ifoodie.tw/restaurant/5f979b6902935e3bbb54f2f5-%E5%90%83%E5%90%90%E8%B6%A3
魯肉飯香（金乓魯肉飯）,2022-08-18 01:53:36,0979981516,臺北市中正區羅斯福路三段316巷12號,4.0,https://ifoodie.tw/restaurant/5b2c6bb4f524682027c9db0e-%E9%AD%AF%E8%82%89%E9%A3%AF%E9%A6%99%EF%BC%88%E9%87%91%E4%B9%93%E9%AD%AF%E8%82%89%E9%A3%AF%EF%BC%89
吉豚屋 館前店,2022-08-18 01:53:39,0223312560,臺北市中正區信陽街27號,3.7,https://ifoodie.tw/restaurant/5bfea4dd2756dd1d53f1169a-%E5%90%89%E8%B1%9A%E5%B1%8B-%E9%A4%A8%E5%89%8D%E5%BA%97
朝日壽司,2022-08-18 01:53:42,0223622278,臺北市中正區羅斯福路三段100之1號,4.5,https://ifoodie.tw/restaurant/60dddd617cc7fc6767b7f0bf-%E6%9C%9D%E6%97%A5%E5%A3%BD%E5%8F%B8
胡椒餅,2022-08-18 01:53:46,0223917713,台北市中正區羅斯福路一段25號,3.9,https://ifoodie.tw/restaurant/55a5e827c03a102ec1415687-%E8%83%A1%E6%A4%92%E9%A4%85
太學口糯米腸包香腸,2022-08-18 01:53:48,0229217618,臺北市中正區羅斯福路三段286巷18號,3.8,https://ifoodie.tw/restaurant/5fb4f6af02935e6d981f984b-%E5%A4%AA%E5%AD%B8%E5%8F%A3%E7%B3%AF%E7%B1%B3%E8%85%B8%E5%8C%85%E9%A6%99%E8%85%B8
金陵酸梅湯之家,2022-08-18 01:53:52,0223310956,臺北市中正區沅陵街2號,4.2,https://ifoodie.tw/restaurant/60d3fefc82828711480cc0d4-%E9%87%91%E9%99%B5%E9%85%B8%E6%A2%85%E6%B9%AF%E4%B9%8B%E5%AE%B6
專業飯糰、蔥蛋餅,2022-08-18 01:53:55,0223971066,臺北市中正區林森南路61巷10之1號,4.3,https://ifoodie.tw/restaurant/60d3f6ac873d791a49389a87-%E5%B0%88%E6%A5%AD%E9%A3%AF%E7%B3%B0%E3%80%81%E8%94%A5%E8%9B%8B%E9%A4%85
靜壽司,2022-08-18 01:53:57,0223656568,臺北市中正區羅斯福路三段316巷7之1號,4.5,https://ifoodie.tw/restaurant/570c9e882756dd3d8397508f-%E9%9D%9C%E5%A3%BD%E5%8F%B8
雪球咖啡 公館店,2022-08-18 01:54:00,0223658028,臺北市中正區汀州路三段227號,4.3,https://ifoodie.tw/restaurant/5bb6226b2756dd189f405797-%E9%9B%AA%E7%90%83%E5%92%96%E5%95%A1-%E5%85%AC%E9%A4%A8%E5%BA%97
L.A.F BURGER 拉芙漢堡,2022-08-18 01:54:04,0223621092,臺北市中正區汀州路三段293號2F,4.4,https://ifoodie.tw/restaurant/559d6134c03a103ee86c6bfa-L.A.F-BURGER-%E6%8B%89%E8%8A%99%E6%BC%A2%E5%A0%A1
鴉片粉圓,2022-08-18 01:54:07,0223671587,臺北市中正區南昌路二段156號,4.3,https://ifoodie.tw/restaurant/5cacab6c2756dd4c1901d717-%E9%B4%89%E7%89%87%E7%B2%89%E5%9C%93
純愛小吃部 Pure Love Diner Bar,2022-08-18 01:54:09,0223675005,臺北市中正區汀州路三段104巷9號,4.4,https://ifoodie.tw/restaurant/604a104c7cc7fc6018f8914a-%E7%B4%94%E6%84%9B%E5%B0%8F%E5%90%83%E9%83%A8-Pure-Love-Dine
涓豆腐 微風北車店,2022-08-18 01:54:12,0223119288,臺北市中正區北平西路3號2樓,4.1,https://ifoodie.tw/restaurant/56406e3b699b6e4842e96461-%E6%B6%93%E8%B1%86%E8%85%90-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97
索菲烤布蕾,2022-08-18 01:54:15,0918820708,台北市中正區羅斯福路四段92號2樓,4.6,https://ifoodie.tw/restaurant/5b6dd3762756dd51603ccd74-%E7%B4%A2%E8%8F%B2%E7%83%A4%E5%B8%83%E8%95%BE
東門興記手工水餃,2022-08-18 01:54:19,0223413452,臺北市中正區金山南路一段120號,4.0,https://ifoodie.tw/restaurant/559d0561c03a103ee86c3452-%E6%9D%B1%E9%96%80%E8%88%88%E8%A8%98%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83
Skylark洋食‧芳鄰 寶慶遠百店,2022-08-18 01:54:23,0223754730,臺北市中正區寶慶路32號1樓,3.8,https://ifoodie.tw/restaurant/62c58e5c7cc7fc482e538fd5-Skylark%E6%B4%8B%E9%A3%9F%E2%80%A7%E8%8A%B3%E9%84%B0-%E5%AF%B6%E6%85%B6%E9%81%A0%E7%99%BE%E5%BA%97
邱記烤鴨店,2022-08-18 01:54:27,0223670198,臺北市中正區重慶南路三段67號,4.2,https://ifoodie.tw/restaurant/60b9161ebaf6d31b6cdd04d5-%E9%82%B1%E8%A8%98%E7%83%A4%E9%B4%A8%E5%BA%97
何家大碗公涼麵 成功店,2022-08-18 01:54:35,0223218827,臺北市中正區青島東路21之9號,4.2,https://ifoodie.tw/restaurant/595a88462756dd27dfff1202-%E4%BD%95%E5%AE%B6%E5%A4%A7%E7%A2%97%E5%85%AC%E6%B6%BC%E9%BA%B5-%E6%88%90%E5%8A%9F%E5%BA%97
麗園壽司,2022-08-18 01:54:38,0223567699,臺北市中正區連雲街74之3號,4.0,https://ifoodie.tw/restaurant/5fa8b252226139331f054188-%E9%BA%97%E5%9C%92%E5%A3%BD%E5%8F%B8
老鄧Lao Deng1949,2022-08-18 01:54:41,0223435808,臺北市大安區信義路二段198巷4號,3.6,https://ifoodie.tw/restaurant/5cc2702623679c334da958ca-%E8%80%81%E9%84%A7Lao-Deng1949
紅盤子港式茶餐廳,2022-08-18 01:54:44,0233652588,臺北市大安區安和路二段35巷3號1樓,4.5,https://ifoodie.tw/restaurant/5eb0e4bd8c906d7dfcd3d36d-%E7%B4%85%E7%9B%A4%E5%AD%90%E6%B8%AF%E5%BC%8F%E8%8C%B6%E9%A4%90%E5%BB%B3
JODO 飯糰咖啡手作專門店,2022-08-18 01:54:47,0223688592,臺北市中正區汀州路三段131號,4.1,https://ifoodie.tw/restaurant/5f6cabe52756dd64f219f627-JODO-%E9%A3%AF%E7%B3%B0%E5%92%96%E5%95%A1%E6%89%8B%E4%BD%9C%E5%B0%88%E9%96%80%E5%BA%97
銀座杏子豬排,2022-08-18 01:54:52,0223755866,臺北市中正區北平西路3號2樓,4.1,https://ifoodie.tw/restaurant/559d7043c03a103ee86c76b1-%E9%8A%80%E5%BA%A7%E6%9D%8F%E5%AD%90%E8%B1%AC%E6%8E%92
同安街周記炒牛肉,2022-08-18 01:54:59,0919396619,臺北市中正區同安街28巷2號,4.0,https://ifoodie.tw/restaurant/55a55e15c03a10241de66016-%E5%90%8C%E5%AE%89%E8%A1%97%E5%91%A8%E8%A8%98%E7%82%92%E7%89%9B%E8%82%89
安東廳 (喜來登大飯店),2022-08-18 01:55:04,0223211818,臺北市中正區忠孝東路一段12號2樓,4.3,https://ifoodie.tw/restaurant/559d4bd1c03a103ee86c5edf-%E5%AE%89%E6%9D%B1%E5%BB%B3-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
大河屋 燒肉丼 串燒 微風北車店,2022-08-18 01:55:06,0223700358,臺北市中正區北平西路3號2樓,4.3,https://ifoodie.tw/restaurant/5da944d28c906d7ba6c20dd2-%E5%A4%A7%E6%B2%B3%E5%B1%8B-%E7%87%92%E8%82%89%E4%B8%BC-%E4%B8%B2%E7%87%92-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97
頂好香滷味,2022-08-18 01:55:09,0223119590,台北市中正區南陽街8號,3.7,https://ifoodie.tw/restaurant/609ddbfbcd99574a7ad49b3f-%E9%A0%82%E5%A5%BD%E9%A6%99%E6%BB%B7%E5%91%B3
泰獅 泰式料理,2022-08-18 01:55:12,0223117778,臺北市中正區武昌街一段16巷11號,4.5,https://ifoodie.tw/restaurant/596513042756dd6e3969f266-%E6%B3%B0%E7%8D%85-%E6%B3%B0%E5%BC%8F%E6%96%99%E7%90%86
Ebisu curry,2022-08-18 01:55:14,0937638027,臺北市中正區寧波西街78號,4.3,https://ifoodie.tw/restaurant/55a5c073c03a10241de68014-Ebisu-curry
スシロー壽司郎 中華路店,2022-08-18 01:55:17,0223612306,臺北市中正區中華路一段41號,4.3,https://ifoodie.tw/restaurant/5b9d346e23679c4c429d39df-%E3%82%B9%E3%82%B7%E3%83%AD%E3%83%BC%E5%A3%BD%E5%8F%B8%E9%83%8E-%E4%B8%AD%E8%8F%AF%E8%B7%AF%E5%BA%97
谷得好好 GUUD TEA & COMPANY 北車信陽店,2022-08-18 01:55:20,0223708187,臺北市中正區信陽街12號,4.9,https://ifoodie.tw/restaurant/608cb8bd873d795a3fc4aa0b-%E8%B0%B7%E5%BE%97%E5%A5%BD%E5%A5%BD-GUUD-TEA-%26-COMP
羅媽媽米粉湯,2022-08-18 01:55:22,0223513352,臺北市中正區信義路二段81號,3.8,https://ifoodie.tw/restaurant/559d7fc7c03a103ee86c80c0-%E7%BE%85%E5%AA%BD%E5%AA%BD%E7%B1%B3%E7%B2%89%E6%B9%AF
小器食堂,2022-08-18 01:55:25,0223511205,台北市八德路1段1號,3.9,https://ifoodie.tw/restaurant/56b74acd2756dd4164a47597-%E5%B0%8F%E5%99%A8%E9%A3%9F%E5%A0%82
吧生仔碌碌,2022-08-18 01:55:29,0223683505,臺北市中正區羅斯福路三段284巷13號1樓,4.4,https://ifoodie.tw/restaurant/609008187cc7fc5e7c96525e-%E5%90%A7%E7%94%9F%E4%BB%94%E7%A2%8C%E7%A2%8C
可蜜達Comida 北門店,2022-08-18 01:55:33,0916678489,臺北市中正區中華路一段21巷14號,4.7,https://ifoodie.tw/restaurant/5c0dd31023679c1aa4d35240-%E5%8F%AF%E8%9C%9C%E9%81%94Comida-%E5%8C%97%E9%96%80%E5%BA%97
Korea Fast 韓式料理,2022-08-18 01:55:35,0223654588,臺北市中正區南昌路二段207之1號1樓,4.0,https://ifoodie.tw/restaurant/5ee0ec952756dd61945e59d1-Korea-Fast-%E9%9F%93%E5%BC%8F%E6%96%99%E7%90%86
ville cafe,2022-08-18 01:55:39,0223670279,臺北市中正區羅斯福路三段284巷5號,4.0,https://ifoodie.tw/restaurant/559d7b89c03a103ee86c7e7e-ville-cafe
話一隻雞,2022-08-18 01:55:42,0223883606,臺北市中正區南陽街21之5號1樓,4.0,https://ifoodie.tw/restaurant/5dcc1bbf8c906d1b8765f09a-%E8%A9%B1%E4%B8%80%E9%9A%BB%E9%9B%9E
Supreme Beans Coffee,2022-08-18 01:55:44,0223678745,臺北市中正區汀州路二段293號1樓,4.7,https://ifoodie.tw/restaurant/6086cf277cc7fc7d2319f30b-Supreme-Beans-Coffee
咖啡實驗室,2022-08-18 01:55:47,0223419880,臺北市中正區忠孝東路二段64巷6號,4.6,https://ifoodie.tw/restaurant/559d8c8cc03a103ee86c87b1-%E5%92%96%E5%95%A1%E5%AF%A6%E9%A9%97%E5%AE%A4
水源食坊,2022-08-18 01:55:51,0223687527,臺北市中正區羅斯福路四段92號,4.4,https://ifoodie.tw/restaurant/559dd232c03a103ee86caf7b-%E6%B0%B4%E6%BA%90%E9%A3%9F%E5%9D%8A
想點 想奌,2022-08-18 01:55:54,0223816500,臺北市中正區開封街一段19號,4.7,https://ifoodie.tw/restaurant/60742d248282872ffd331229-%E6%83%B3%E9%BB%9E-%E6%83%B3%E5%A5%8C
香港泉記小吃館,2022-08-18 01:56:03,0223672395,臺北市中正區羅斯福路四段24巷12弄3號,4.1,https://ifoodie.tw/restaurant/5e5d078ed6895d33cae6dcec-%E9%A6%99%E6%B8%AF%E6%B3%89%E8%A8%98%E5%B0%8F%E5%90%83%E9%A4%A8
大拙匠人食品有限公司_美食推薦匠拌麵,2022-08-18 01:56:08,0223967851,臺北市中正區新生南路一段160巷11號1樓,4.9,https://ifoodie.tw/restaurant/6082d7f67cc7fc524ee4a84f-%E5%A4%A7%E6%8B%99%E5%8C%A0%E4%BA%BA%E9%A3%9F%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%E5%8C%A0%E6%8B%8C%E9%BA%B5
塔吉特Touched 千層蛋糕 北捷店,2022-08-18 01:56:14,0223147290,臺北市中正區忠孝西路一段49號,3.9,https://ifoodie.tw/restaurant/5e1c05ac22613934ba9d2029-%E5%A1%94%E5%90%89%E7%89%B9Touched-%E5%8D%83%E5%B1%A4%E8%9B%8B%E7%B3%95-%E5%8C%97%E6%8D%B7%E5%BA%97
上上咖啡 ShangShang Coffee,2022-08-18 01:56:19,0223140064,臺北市中正區延平南路95號,4.0,https://ifoodie.tw/restaurant/5f636f538c906d3b0f1299c4-%E4%B8%8A%E4%B8%8A%E5%92%96%E5%95%A1-ShangShang-Coff
國家表演藝術中心,2022-08-18 01:56:23,0233939777,臺北市中正區中山南路21之1號,4.5,https://ifoodie.tw/restaurant/607c40957cc7fc75b19667ca-%E5%9C%8B%E5%AE%B6%E8%A1%A8%E6%BC%94%E8%97%9D%E8%A1%93%E4%B8%AD%E5%BF%83
離騷 Bistro & Bar,2022-08-18 01:56:27,0223930098,臺北市中正區新生南路一段52之3號2樓,4.7,https://ifoodie.tw/restaurant/609ca091873d790ce4d9f822-%E9%9B%A2%E9%A8%B7-Bistro-%26-Bar
玖伍川味牛肉麵,2022-08-18 01:56:32,0223943466,臺北市中正區新生南路一段54巷22號,3.9,https://ifoodie.tw/restaurant/55a67bafc03a104df53ca5c7-%E7%8E%96%E4%BC%8D%E5%B7%9D%E5%91%B3%E7%89%9B%E8%82%89%E9%BA%B5
Mr.雪腐 公館店,2022-08-18 01:56:36,0223635200,臺北市中正區羅斯福路三段244巷21號,4.7,https://ifoodie.tw/restaurant/5989ffc42756dd421cbbb883-Mr.%E9%9B%AA%E8%85%90-%E5%85%AC%E9%A4%A8%E5%BA%97
巫雲,2022-08-18 01:56:39,0223693906,臺北市中正區羅斯福路三段244巷9弄7號,4.3,https://ifoodie.tw/restaurant/5b36754c2756dd72db96c35e-%E5%B7%AB%E9%9B%B2
龍記炒燴,2022-08-18 01:56:49,0223691219,台北市羅斯福路四段92號,4.4,https://ifoodie.tw/restaurant/559dd236c03a103ee86caf7f-%E9%BE%8D%E8%A8%98%E7%82%92%E7%87%B4
國家攝影文化中心,2022-08-18 01:56:55,0289787040,臺北市中正區忠孝西路一段70號,4.6,https://ifoodie.tw/restaurant/60614270828287528e5fabde-%E5%9C%8B%E5%AE%B6%E6%94%9D%E5%BD%B1%E6%96%87%E5%8C%96%E4%B8%AD%E5%BF%83
福丸早餐,2022-08-18 01:57:00,0223910166,臺北市中正區杭州南路一段131巷35之1號1樓,4.4,https://ifoodie.tw/restaurant/5e1342862756dd0e3c6eb05d-%E7%A6%8F%E4%B8%B8%E6%97%A9%E9%A4%90
張記鍋貼牛肉麵,2022-08-18 01:57:04,0223886482,臺北市中正區延平南路101巷4號,4.1,https://ifoodie.tw/restaurant/595d2a832756dd27e0ff11e6-%E5%BC%B5%E8%A8%98%E9%8D%8B%E8%B2%BC%E7%89%9B%E8%82%89%E9%BA%B5
東京油組総本店 台北華山組,2022-08-18 01:57:10,0223219553,臺北市中正區忠孝東路一段140號,3.8,https://ifoodie.tw/restaurant/59aee8952756dd711d7e5157-%E6%9D%B1%E4%BA%AC%E6%B2%B9%E7%B5%84%E7%B7%8F%E6%9C%AC%E5%BA%97-%E5%8F%B0%E5%8C%97%E8%8F%AF%E5%B1%B1%E7%B5%84
Alleycat''s Pizza (台北華山店),2022-08-18 01:57:13,0223956006,臺北市中正區八德路一段1號,3.4,https://ifoodie.tw/restaurant/559d6354c03a103ee86c6dbc-Alleycat''s-Pizza-(%E5%8F%B0%E5%8C%97
新宿勝博殿日式豬排さぼてん 三創園區店,2022-08-18 01:57:18,0266131130,臺北市中正區市民大道三段2號B2,2.6,https://ifoodie.tw/restaurant/607063197cc7fc06e651bb1d-%E6%96%B0%E5%AE%BF%E5%8B%9D%E5%8D%9A%E6%AE%BF%E6%97%A5%E5%BC%8F%E8%B1%AC%E6%8E%92%E3%81%95%E3%81%BC%E3%81%A6%E3%82%93-%E4%B8%89%E5%89%B5%E5%9C%92%E5%8D%80%E5%BA%97
京畿道韓式料理,2022-08-18 01:57:23,0223817896,臺北市中正區延平南路216巷2號,4.3,https://ifoodie.tw/restaurant/605f19c6cd99571cf412d453-%E4%BA%AC%E7%95%BF%E9%81%93%E9%9F%93%E5%BC%8F%E6%96%99%E7%90%86
青島東路 基隆麵食館,2022-08-18 01:57:27,0223938278,臺北市中正區青島東路七號之三,4.2,https://ifoodie.tw/restaurant/606af464781cc061df55120f-%E9%9D%92%E5%B3%B6%E6%9D%B1%E8%B7%AF-%E5%9F%BA%E9%9A%86%E9%BA%B5%E9%A3%9F%E9%A4%A8
咖博館 台北聚落店,2022-08-18 01:57:31,0223012199,臺北市中正區重慶南路三段2號1樓,4.5,https://ifoodie.tw/restaurant/606c78b1828287459045cdc2-%E5%92%96%E5%8D%9A%E9%A4%A8-%E5%8F%B0%E5%8C%97%E8%81%9A%E8%90%BD%E5%BA%97
秀食屋Shows House 關東煮專賣店,2022-08-18 01:57:36,0985889361,臺北市中正區汀州路三段227號,4.5,https://ifoodie.tw/restaurant/5b39899523679c5a984bccad-%E7%A7%80%E9%A3%9F%E5%B1%8BShows-House-%E9%97%9C%E6%9D%B1%E7%85%AE%E5%B0%88%E8%B3%A3
65義大利麵 寧波店,2022-08-18 01:57:40,0223931626,臺北市中正區寧波西街88之1號,3.7,https://ifoodie.tw/restaurant/606770c0baf6d32bce56caf6-65%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5-%E5%AF%A7%E6%B3%A2%E5%BA%97
羊成小館,2022-08-18 01:57:43,0223960326,臺北市中正區忠孝東路二段80號,3.9,https://ifoodie.tw/restaurant/559d19ebc03a103ee86c3e85-%E7%BE%8A%E6%88%90%E5%B0%8F%E9%A4%A8
鮮魚湯,2022-08-18 01:57:48,0223581718,臺北市中正區濟南路二段63號,3.9,https://ifoodie.tw/restaurant/606486087cc7fc7fd089e9c9-%E9%AE%AE%E9%AD%9A%E6%B9%AF
佐藤精肉店 akiba,2022-08-18 01:57:52,0223563036,台北市中正區八德路一段82巷9弄8號2樓,4.5,https://ifoodie.tw/restaurant/5823669a2756dd199aef6d5d-%E4%BD%90%E8%97%A4%E7%B2%BE%E8%82%89%E5%BA%97-akiba
安宅AnJai 燉麵專賣,2022-08-18 01:57:55,0223223686,臺北市中正區牯嶺街65號,4.7,https://ifoodie.tw/restaurant/5fcdefedd6895d083f0c8da0-%E5%AE%89%E5%AE%85AnJai-%E7%87%89%E9%BA%B5%E5%B0%88%E8%B3%A3
小旺號鐵板捲餅,2022-08-18 01:57:59,0223678716,臺北市中正區汀州路三段259號,4.4,https://ifoodie.tw/restaurant/57eea9672756dd0d0ff56316-%E5%B0%8F%E6%97%BA%E8%99%9F%E9%90%B5%E6%9D%BF%E6%8D%B2%E9%A4%85
公館清蒸肉圓,2022-08-18 01:58:03,0223655850,臺北市中正區汀州路三段150號,4.1,https://ifoodie.tw/restaurant/559d32d4c03a103ee86c4f22-%E5%85%AC%E9%A4%A8%E6%B8%85%E8%92%B8%E8%82%89%E5%9C%93
徐家麵食點心舖,2022-08-18 01:58:08,0223411579,臺北市大安區杭州南路二段55號,3.4,https://ifoodie.tw/restaurant/55a4aaadc03a1002ad8ad574-%E5%BE%90%E5%AE%B6%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E8%88%96
蔣老爹麵食 忠孝新生店,2022-08-18 01:58:12,0223582128,臺北市中正區臨沂街3巷19號,4.2,https://ifoodie.tw/restaurant/5ec53d272756dd0432ab20fc-%E8%94%A3%E8%80%81%E7%88%B9%E9%BA%B5%E9%A3%9F-%E5%BF%A0%E5%AD%9D%E6%96%B0%E7%94%9F%E5%BA%97
大四方蛋餅,2022-08-18 01:58:15,0935009328,臺北市中正區南陽街3之1號,4.2,https://ifoodie.tw/restaurant/5819588b23679c69fffd08ee-%E5%A4%A7%E5%9B%9B%E6%96%B9%E8%9B%8B%E9%A4%85
星島海南雞飯 懷寧店,2022-08-18 01:58:24,0223888805,臺北市中正區懷寧街35號,3.9,https://ifoodie.tw/restaurant/60614628873d790156f15217-%E6%98%9F%E5%B3%B6%E6%B5%B7%E5%8D%97%E9%9B%9E%E9%A3%AF-%E6%87%B7%E5%AF%A7%E5%BA%97
台生飲食亭,2022-08-18 01:58:28,0223819999,臺北市中正區開封街一段49號,4.1,https://ifoodie.tw/restaurant/55a64f21c03a104df53c98be-%E5%8F%B0%E7%94%9F%E9%A3%B2%E9%A3%9F%E4%BA%AD
秀昌水餃,2022-08-18 01:58:32,0223328261,臺北市中正區中華路二段309巷20號,3.5,https://ifoodie.tw/restaurant/559d7f7dc03a103ee86c809f-%E7%A7%80%E6%98%8C%E6%B0%B4%E9%A4%83
本味拉麵,2022-08-18 01:58:36,0223560470,臺北市中正區南昌路一段76號,3.7,https://ifoodie.tw/restaurant/6055e91fcd9957392339b6cc-%E6%9C%AC%E5%91%B3%E6%8B%89%E9%BA%B5
廣東腸粉,2022-08-18 01:58:41,0913311335,台北市中正區開封街一段2-32號,4.7,https://ifoodie.tw/restaurant/60c6e0bba62728580644954d-%E5%BB%A3%E6%9D%B1%E8%85%B8%E7%B2%89
森高砂咖啡華山實驗室,2022-08-18 01:58:44,0223223993,台北市八德路一段1號,4.7,https://ifoodie.tw/restaurant/6054b3ea7cc7fc48affc26c4-%E6%A3%AE%E9%AB%98%E7%A0%82%E5%92%96%E5%95%A1%E8%8F%AF%E5%B1%B1%E5%AF%A6%E9%A9%97%E5%AE%A4
